,0,1,2,3,4,5,6
49,3.0,1.0,36.0,0.0,2.0,15.899999999999999,0.0
50,1.0,0.0,24.0,1.0,0.0,60.0,0.0
51,2.0,0.0,27.0,0.0,0.0,15.0333,1.0
52,2.0,1.0,20.0,2.0,1.0,23.0,0.0
53,1.0,1.0,28.0,3.0,2.0,263.0,0.0
54,2.0,0.0,29.333333333333332,0.0,0.0,15.5792,1.0
55,3.0,0.0,10.0,4.0,1.0,29.125,2.0
56,3.0,0.0,35.0,0.0,0.0,7.895800000000001,0.0
57,3.0,0.0,25.0,0.0,0.0,7.649999999999995,0.0
58,3.0,0.0,36.5,1.0,0.0,16.1,0.0
59,1.0,1.0,36.0,0.0,0.0,262.375,1.0
60,3.0,0.0,17.0,0.0,0.0,7.895800000000001,0.0
61,2.0,0.0,32.0,0.0,0.0,13.5,0.0
62,3.0,0.0,18.0,0.0,0.0,7.75,0.0
63,3.0,1.0,22.0,0.0,0.0,7.725000000000001,2.0
64,1.0,0.0,13.0,2.0,2.0,262.375,1.0
65,2.0,1.0,28.0,0.0,0.0,21.0,0.0
66,3.0,1.0,18.0,0.0,0.0,7.879200000000001,2.0
67,1.0,0.0,47.0,0.0,0.0,42.4,0.0
68,1.0,0.0,31.0,0.0,0.0,28.5375,1.0
69,1.0,1.0,60.0,1.0,4.0,263.0,0.0
70,3.0,1.0,24.0,0.0,0.0,7.75,2.0
71,3.0,0.0,21.0,0.0,0.0,7.895800000000001,0.0
72,3.0,1.0,29.0,0.0,0.0,7.925000000000001,0.0
73,1.0,0.0,28.5,0.0,0.0,27.7208,1.0
74,1.0,1.0,35.0,0.0,0.0,211.5,1.0
75,1.0,0.0,32.5,0.0,0.0,211.5,1.0
76,3.0,0.0,26.333333333333332,0.0,0.0,8.05,0.0
77,1.0,1.0,55.0,2.0,0.0,25.7,0.0
78,2.0,0.0,30.0,0.0,0.0,13.0,0.0
79,3.0,1.0,24.0,0.0,0.0,7.75,2.0
80,3.0,0.0,6.0,1.0,1.0,15.2458,1.0
81,1.0,0.0,67.0,1.0,0.0,221.7792,0.0
82,1.0,0.0,49.0,0.0,0.0,26.0,0.0
83,3.0,0.0,40.5,0.0,0.0,7.895800000000001,0.0
84,2.0,0.0,52.66666666666667,0.0,0.0,10.708300000000001,2.0
85,3.0,0.0,10.333333333333332,1.0,0.0,14.4542,1.0
86,3.0,1.0,27.0,0.0,0.0,7.879200000000001,2.0
87,3.0,1.0,18.0,0.0,0.0,8.05,0.0
88,3.0,1.0,27.666666666666668,0.0,0.0,7.75,2.0
89,2.0,0.0,2.0,1.0,1.0,23.0,0.0
90,3.0,1.0,22.0,1.0,0.0,13.899999999999999,0.0
91,3.0,0.0,39.5,0.0,0.0,7.774999999999999,0.0
92,1.0,1.0,27.0,1.0,2.0,52.0,0.0
93,3.0,0.0,26.333333333333332,0.0,0.0,8.05,0.0
94,1.0,0.0,25.0,0.0,0.0,26.0,1.0
95,3.0,0.0,25.0,0.0,0.0,7.7958,0.0
96,1.0,1.0,76.0,1.0,0.0,78.85,0.0
97,3.0,0.0,29.0,0.0,0.0,7.925000000000001,0.0
98,3.0,1.0,20.0,0.0,0.0,7.854199999999999,0.0
99,3.0,0.0,33.0,0.0,0.0,8.05,0.0
100,1.0,1.0,43.0,1.0,0.0,55.4417,1.0
101,2.0,0.0,27.0,1.0,0.0,26.0,0.0
102,3.0,0.0,24.333333333333336,0.0,0.0,7.75,2.0
103,3.0,0.0,26.0,0.0,0.0,7.774999999999999,0.0
104,3.0,1.0,16.0,1.0,1.0,8.5167,1.0
105,3.0,0.0,28.0,0.0,0.0,22.525,0.0
106,3.0,0.0,21.0,0.0,0.0,7.820799999999998,2.0
107,3.0,0.0,24.333333333333336,0.0,0.0,7.75,2.0
108,3.0,0.0,37.166666666666664,0.0,0.0,8.712499999999999,0.0
109,2.0,0.0,18.5,0.0,0.0,13.0,0.0
110,2.0,0.0,41.0,0.0,0.0,15.0458,1.0
111,3.0,1.0,28.333333333333332,0.0,0.0,7.7791999999999994,2.0
112,1.0,1.0,36.0,0.0,0.0,31.6792,1.0
113,3.0,1.0,18.5,0.0,0.0,7.283299999999997,2.0
114,1.0,1.0,63.0,1.0,0.0,221.7792,0.0
115,3.0,0.0,18.0,1.0,0.0,14.4542,1.0
116,3.0,0.0,25.333333333333336,0.0,0.0,6.4375,1.0
117,3.0,1.0,0.9999999999999964,1.0,1.0,16.7,0.0
118,1.0,0.0,36.0,0.0,0.0,75.2417,1.0
119,2.0,1.0,29.0,1.0,0.0,26.0,0.0
120,2.0,1.0,12.0,0.0,0.0,15.75,0.0
121,3.0,0.0,24.333333333333336,1.0,0.0,7.75,2.0
122,1.0,1.0,35.0,1.0,0.0,57.75,1.0
123,3.0,0.0,28.0,0.0,0.0,7.25,0.0
124,3.0,0.0,24.333333333333336,0.0,0.0,7.75,2.0
125,3.0,1.0,17.0,0.0,1.0,16.1,0.0
126,3.0,0.0,22.0,0.0,0.0,7.7958,0.0
127,3.0,1.0,14.666666666666664,2.0,0.0,23.25,2.0
128,2.0,0.0,42.0,0.0,0.0,13.0,0.0
129,3.0,0.0,24.0,0.0,0.0,8.05,0.0
130,3.0,0.0,32.0,0.0,0.0,8.05,0.0
131,1.0,0.0,53.0,0.0,0.0,28.5,1.0
132,3.0,1.0,32.666666666666664,0.0,4.0,25.4667,0.0
133,3.0,0.0,10.333333333333332,1.0,0.0,6.4375,1.0
134,3.0,0.0,43.0,0.0,0.0,7.895800000000001,0.0
135,3.0,0.0,24.0,0.0,0.0,7.854199999999999,0.0
136,3.0,0.0,26.5,0.0,0.0,7.225000000000001,1.0
137,2.0,0.0,26.0,0.0,0.0,13.0,0.0
138,3.0,1.0,23.0,0.0,0.0,8.05,0.0
139,3.0,0.0,40.0,1.0,6.0,46.9,0.0
140,3.0,1.0,10.0,5.0,2.0,46.9,0.0
141,1.0,1.0,33.0,0.0,0.0,151.55,0.0
142,1.0,0.0,61.0,1.0,3.0,262.375,1.0
143,2.0,0.0,28.0,0.0,0.0,26.0,0.0
144,1.0,0.0,42.0,0.0,0.0,26.55,0.0
145,3.0,0.0,31.0,3.0,0.0,18.0,0.0
146,1.0,0.0,34.0,0.0,0.0,51.8625,0.0
147,3.0,0.0,22.0,0.0,0.0,8.05,0.0
148,1.0,0.0,39.0,0.0,0.0,26.55,0.0
149,2.0,0.0,30.0,1.0,1.0,26.0,0.0
150,1.0,1.0,23.0,0.0,1.0,83.1583,1.0
151,3.0,0.0,23.333333333333332,0.0,0.0,7.895800000000001,1.0
152,3.0,0.0,60.5,0.0,0.0,24.2611,0.0
153,3.0,1.0,36.0,0.0,2.0,12.1833,0.0
154,3.0,0.0,13.0,4.0,2.0,31.3875,0.0
155,3.0,0.0,24.0,0.0,0.0,7.549999999999997,0.0
156,1.0,1.0,29.0,0.0,0.0,221.7792,0.0
157,3.0,1.0,23.0,0.0,0.0,7.854199999999999,0.0
158,1.0,0.0,42.0,0.0,0.0,26.55,0.0
159,3.0,1.0,26.0,0.0,2.0,13.774999999999999,0.0
160,3.0,1.0,21.0,0.0,0.0,7.7333,2.0
161,3.0,0.0,7.0,1.0,1.0,15.2458,1.0
162,2.0,1.0,26.0,0.0,0.0,13.5,0.0
163,3.0,0.0,40.666666666666664,0.0,0.0,7.0000000000000036,0.0
164,2.0,0.0,41.0,0.0,0.0,13.0,0.0
165,3.0,1.0,26.0,1.0,1.0,22.025,0.0
166,1.0,0.0,48.0,0.0,0.0,50.4958,1.0
167,3.0,0.0,18.0,2.0,2.0,34.375,0.0
168,1.0,1.0,47.0,0.0,0.0,27.7208,1.0
169,3.0,1.0,22.0,0.0,0.0,8.962499999999999,0.0
170,3.0,0.0,38.833333333333336,0.0,0.0,7.549999999999997,0.0
171,3.0,0.0,27.0,0.0,0.0,7.225000000000001,1.0
172,3.0,0.0,23.0,1.0,0.0,13.899999999999999,0.0
173,3.0,0.0,23.333333333333332,0.0,0.0,7.229199999999999,1.0
174,3.0,0.0,40.0,1.0,5.0,31.3875,0.0
175,2.0,1.0,15.000000000000002,0.0,2.0,39.0,0.0
176,2.0,1.0,20.0,0.0,0.0,36.75,0.0
177,1.0,0.0,54.0,1.0,0.0,55.4417,1.0
178,2.0,1.0,36.0,0.0,3.0,39.0,0.0
179,1.0,1.0,64.0,0.0,2.0,83.1583,1.0
180,2.0,0.0,30.0,0.0,0.0,13.0,0.0
181,1.0,0.0,37.0,1.0,1.0,83.1583,1.0
182,1.0,1.0,18.0,1.0,0.0,53.1,0.0
183,3.0,0.0,24.333333333333336,0.0,0.0,7.75,2.0
184,1.0,1.0,27.0,1.0,1.0,247.5208,1.0
185,2.0,0.0,40.0,0.0,0.0,16.0,0.0
186,2.0,1.0,21.0,0.0,1.0,21.0,0.0
187,3.0,0.0,17.0,2.0,0.0,8.05,0.0
188,3.0,1.0,20.833333333333332,8.0,2.0,69.55,0.0
189,2.0,0.0,40.0,0.0,0.0,13.0,0.0
190,2.0,0.0,34.0,1.0,0.0,26.0,0.0
191,1.0,0.0,41.666666666666664,0.0,0.0,26.0,0.0
192,3.0,0.0,11.5,1.0,1.0,14.5,0.0
193,2.0,0.0,61.0,0.0,0.0,12.350000000000001,2.0
194,2.0,0.0,8.0,0.0,2.0,32.5,0.0
195,3.0,0.0,33.0,0.0,0.0,7.854199999999999,0.0
196,1.0,0.0,6.0,0.0,2.0,134.5,1.0
197,3.0,1.0,18.0,0.0,0.0,7.774999999999999,0.0
198,2.0,0.0,23.0,0.0,0.0,10.5,0.0
199,3.0,1.0,23.333333333333336,0.0,0.0,8.1125,0.0
200,3.0,1.0,23.0,0.0,0.0,15.5,2.0
201,3.0,0.0,0.3299999999999983,0.0,2.0,14.399999999999999,0.0
202,1.0,0.0,47.0,1.0,0.0,227.525,1.0
203,2.0,1.0,8.0,1.0,1.0,26.0,0.0
204,2.0,0.0,25.0,0.0,0.0,10.5,0.0
205,1.0,0.0,35.5,0.0,0.0,25.7417,1.0
206,3.0,1.0,35.0,0.0,0.0,7.75,2.0
207,2.0,0.0,24.0,0.0,0.0,10.5,0.0
208,1.0,1.0,33.0,0.0,0.0,27.7208,1.0
209,3.0,0.0,25.0,0.0,0.0,7.895800000000001,0.0
210,3.0,0.0,32.0,0.0,0.0,22.525,0.0
211,3.0,0.0,40.666666666666664,0.0,0.0,7.050000000000001,0.0
212,2.0,0.0,17.0,0.0,0.0,73.5,0.0
213,2.0,1.0,60.0,1.0,0.0,26.0,0.0
214,3.0,1.0,38.0,4.0,2.0,7.774999999999999,0.0
215,1.0,0.0,42.0,0.0,0.0,42.5,0.0
216,3.0,1.0,23.0,0.0,0.0,7.879200000000001,2.0
217,1.0,0.0,57.0,1.0,1.0,164.8667,0.0
218,1.0,1.0,50.0,1.0,1.0,211.5,1.0
219,3.0,0.0,26.333333333333332,0.0,0.0,8.05,0.0
220,2.0,1.0,30.0,1.0,0.0,13.8583,1.0
221,3.0,0.0,21.0,0.0,0.0,8.05,0.0
222,2.0,1.0,22.0,0.0,0.0,10.5,0.0
223,3.0,0.0,21.0,0.0,0.0,7.7958,0.0
224,1.0,1.0,53.0,0.0,0.0,27.4458,1.0
225,3.0,1.0,32.666666666666664,0.0,2.0,15.2458,1.0
226,3.0,0.0,23.0,0.0,0.0,7.7958,0.0
227,3.0,1.0,27.666666666666668,0.0,0.0,7.75,2.0
228,3.0,0.0,40.5,0.0,0.0,15.100000000000001,0.0
229,2.0,0.0,36.0,0.0,0.0,13.0,0.0
230,2.0,0.0,14.0,0.0,0.0,65.0,0.0
231,1.0,1.0,21.0,0.0,0.0,26.55,0.0
232,3.0,0.0,21.0,1.0,0.0,6.495800000000003,0.0
233,3.0,0.0,27.166666666666668,0.0,0.0,7.879200000000001,2.0
234,1.0,0.0,39.0,1.0,0.0,71.2833,1.0
235,3.0,0.0,20.0,0.0,0.0,7.854199999999999,0.0
236,1.0,0.0,64.0,1.0,0.0,75.25,1.0
237,3.0,0.0,20.0,0.0,0.0,7.225000000000001,1.0
238,2.0,1.0,18.0,1.0,1.0,13.0,0.0
239,1.0,1.0,48.0,1.0,0.0,106.425,1.0
240,1.0,1.0,55.0,0.0,0.0,27.7208,1.0
241,2.0,1.0,45.0,0.0,2.0,30.0,0.0
242,1.0,0.0,45.0,1.0,1.0,134.5,1.0
243,3.0,0.0,40.5,0.0,0.0,7.887499999999999,0.0
244,3.0,0.0,8.416666666666668,1.0,2.0,23.45,0.0
245,1.0,0.0,41.0,1.0,0.0,51.8625,0.0
246,2.0,1.0,22.0,0.0,0.0,21.0,0.0
247,2.0,0.0,42.0,1.0,1.0,32.5,0.0
248,2.0,1.0,29.0,1.0,0.0,26.0,0.0
249,3.0,1.0,14.666666666666664,1.0,0.0,14.4542,1.0
250,2.0,1.0,0.9200000000000017,1.0,2.0,27.75,0.0
251,3.0,0.0,20.0,0.0,0.0,7.925000000000001,0.0
252,1.0,0.0,27.0,1.0,0.0,136.7792,1.0
253,3.0,0.0,24.0,0.0,0.0,9.325,0.0
254,3.0,0.0,32.5,0.0,0.0,9.5,0.0
255,3.0,0.0,38.833333333333336,0.0,0.0,7.549999999999997,0.0
256,3.0,0.0,24.333333333333336,0.0,0.0,7.75,2.0
257,3.0,0.0,28.0,0.0,0.0,8.05,0.0
258,2.0,1.0,19.0,0.0,0.0,13.0,0.0
259,3.0,0.0,21.0,0.0,0.0,7.774999999999999,0.0
260,3.0,0.0,36.5,1.0,0.0,17.4,0.0
261,3.0,0.0,21.0,0.0,0.0,7.854199999999999,0.0
262,2.0,1.0,29.0,0.0,2.0,23.0,0.0
263,3.0,1.0,0.9999999999999964,1.0,1.0,12.1833,0.0
264,2.0,0.0,30.0,0.0,0.0,12.7375,1.0
265,3.0,0.0,40.5,0.0,0.0,7.895800000000001,0.0
266,1.0,0.0,48.0,0.0,0.0,0.0,0.0
267,3.0,0.0,38.833333333333336,0.0,0.0,7.549999999999997,0.0
268,3.0,1.0,23.333333333333336,0.0,0.0,8.05,0.0
269,3.0,0.0,17.0,0.0,0.0,8.662500000000001,0.0
270,1.0,0.0,46.0,0.0,0.0,75.2417,1.0
271,3.0,0.0,24.333333333333336,0.0,0.0,7.75,2.0
272,1.0,1.0,26.0,1.0,0.0,136.7792,1.0
273,3.0,1.0,23.0,1.0,0.0,15.5,2.0
274,3.0,0.0,25.333333333333336,0.0,0.0,7.225000000000001,1.0
275,2.0,1.0,20.0,1.0,0.0,26.0,0.0
276,2.0,0.0,28.0,0.0,0.0,10.5,0.0
277,2.0,0.0,40.0,1.0,0.0,26.0,0.0
278,2.0,0.0,30.0,1.0,0.0,21.0,0.0
279,2.0,0.0,22.0,0.0,0.0,10.5,0.0
280,3.0,1.0,23.0,0.0,0.0,8.662500000000001,0.0
281,3.0,0.0,0.75,1.0,1.0,13.774999999999999,0.0
282,3.0,1.0,27.666666666666668,0.0,0.0,7.75,2.0
283,3.0,1.0,9.0,1.0,1.0,15.2458,1.0
284,3.0,1.0,2.0,1.0,1.0,20.2125,0.0
285,3.0,0.0,36.0,0.0,0.0,7.25,0.0
286,3.0,0.0,42.33333333333333,0.0,0.0,7.25,0.0
287,1.0,0.0,24.0,1.0,0.0,82.2667,0.0
288,3.0,0.0,23.333333333333332,0.0,0.0,7.229199999999999,1.0
289,3.0,0.0,26.333333333333332,0.0,0.0,8.05,0.0
290,1.0,0.0,39.666666666666664,0.0,0.0,39.6,0.0
291,3.0,1.0,30.0,0.0,0.0,6.949999999999996,2.0
292,3.0,0.0,23.333333333333332,0.0,0.0,7.229199999999999,1.0
293,1.0,0.0,53.0,1.0,1.0,81.8583,0.0
294,3.0,0.0,36.0,0.0,0.0,9.5,0.0
295,3.0,0.0,26.0,0.0,0.0,7.895800000000001,0.0
296,2.0,1.0,0.9999999999999964,1.0,2.0,41.5792,1.0
297,3.0,0.0,18.666666666666668,2.0,0.0,21.6792,1.0
298,1.0,0.0,30.0,0.0,0.0,45.5,0.0
299,3.0,0.0,29.0,0.0,0.0,7.854199999999999,0.0
300,3.0,0.0,32.0,0.0,0.0,7.774999999999999,0.0
301,2.0,0.0,29.333333333333332,0.0,0.0,15.0458,1.0
302,2.0,0.0,43.0,0.0,1.0,21.0,0.0
303,3.0,0.0,24.0,0.0,0.0,8.662500000000001,0.0
304,3.0,1.0,27.666666666666668,0.0,0.0,7.75,2.0
305,1.0,1.0,64.0,1.0,1.0,26.55,0.0
306,1.0,0.0,30.0,1.0,2.0,151.55,0.0
307,3.0,0.0,0.8300000000000018,0.0,1.0,9.350000000000001,0.0
308,1.0,0.0,55.0,1.0,1.0,93.5,0.0
309,3.0,1.0,45.0,1.0,0.0,14.1083,0.0
310,3.0,0.0,18.0,0.0,0.0,8.662500000000001,0.0
311,3.0,0.0,22.0,0.0,0.0,7.225000000000001,1.0
312,3.0,0.0,38.833333333333336,0.0,0.0,7.574999999999999,0.0
313,3.0,1.0,37.0,0.0,0.0,7.75,2.0
314,1.0,1.0,55.0,0.0,0.0,135.6333,1.0
315,3.0,1.0,17.0,0.0,0.0,7.7333,2.0
316,1.0,0.0,57.0,1.0,0.0,146.5208,1.0
317,2.0,0.0,19.0,0.0,0.0,10.5,0.0
318,3.0,0.0,27.0,0.0,0.0,7.854199999999999,0.0
319,2.0,0.0,22.0,2.0,0.0,31.5,0.0
320,3.0,0.0,26.0,0.0,0.0,7.774999999999999,0.0
321,3.0,0.0,25.0,0.0,0.0,7.229199999999999,1.0
322,2.0,0.0,26.0,0.0,0.0,13.0,0.0
323,1.0,0.0,33.0,0.0,0.0,26.55,0.0
324,1.0,1.0,39.0,0.0,0.0,211.3375,0.0
325,3.0,0.0,23.0,0.0,0.0,7.050000000000001,0.0
326,2.0,1.0,12.0,2.0,1.0,39.0,0.0
327,1.0,0.0,46.0,0.0,0.0,79.2,1.0
328,2.0,0.0,29.0,1.0,0.0,26.0,0.0
329,2.0,0.0,21.0,0.0,0.0,13.0,0.0
330,2.0,1.0,48.0,0.0,2.0,36.75,0.0
331,1.0,0.0,39.0,0.0,0.0,29.7,1.0
332,3.0,0.0,25.333333333333336,0.0,0.0,7.225000000000001,1.0
333,3.0,1.0,19.0,1.0,1.0,15.741700000000002,1.0
334,3.0,0.0,27.0,0.0,0.0,7.895800000000001,0.0
335,1.0,0.0,30.0,0.0,0.0,26.0,0.0
336,2.0,0.0,32.0,0.0,0.0,13.0,0.0
337,3.0,0.0,39.0,0.0,2.0,7.229199999999999,1.0
338,2.0,0.0,25.0,0.0,0.0,31.5,0.0
339,3.0,0.0,23.333333333333332,0.0,0.0,7.229199999999999,1.0
340,2.0,0.0,18.0,0.0,0.0,10.5,0.0
341,3.0,0.0,32.0,0.0,0.0,7.5792,0.0
342,3.0,0.0,38.666666666666664,1.0,9.0,69.55,0.0
343,1.0,1.0,58.0,0.0,1.0,512.3292,1.0
344,3.0,0.0,20.75,1.0,1.0,14.5,0.0
345,3.0,1.0,16.0,0.0,0.0,7.649999999999995,0.0
346,2.0,0.0,26.0,0.0,0.0,13.0,0.0
347,3.0,1.0,38.0,0.0,0.0,7.229199999999999,1.0
348,2.0,0.0,24.0,0.0,0.0,13.5,0.0
349,2.0,1.0,31.0,0.0,0.0,21.0,0.0
350,1.0,1.0,45.0,0.0,1.0,63.3583,1.0
351,2.0,0.0,25.0,0.0,0.0,10.5,0.0
352,2.0,0.0,18.0,0.0,0.0,73.5,0.0
353,2.0,0.0,49.0,1.0,2.0,65.0,0.0
354,3.0,1.0,0.16999999999999815,1.0,2.0,20.575,0.0
355,1.0,0.0,50.0,0.0,0.0,26.0,0.0
356,1.0,1.0,59.0,2.0,0.0,51.4792,0.0
357,3.0,0.0,40.5,0.0,0.0,7.879200000000001,0.0
358,3.0,0.0,24.333333333333336,0.0,0.0,7.75,2.0
359,3.0,1.0,30.0,1.0,0.0,15.55,0.0
360,3.0,0.0,14.500000000000002,8.0,2.0,69.55,0.0
361,2.0,1.0,24.0,1.0,1.0,37.0042,1.0
362,2.0,1.0,31.0,0.0,0.0,21.0,0.0
363,3.0,0.0,27.0,0.0,0.0,8.662500000000001,0.0
364,1.0,1.0,25.0,1.0,0.0,55.4417,1.0
365,3.0,1.0,38.666666666666664,1.0,9.0,69.55,0.0
366,3.0,0.0,10.333333333333332,1.0,0.0,14.458300000000001,1.0
367,3.0,1.0,22.0,0.0,0.0,39.6875,0.0
368,1.0,1.0,45.0,0.0,1.0,59.4,1.0
369,2.0,0.0,29.0,0.0,0.0,13.8583,1.0
370,2.0,0.0,21.0,1.0,0.0,11.5,0.0
371,1.0,1.0,31.0,0.0,0.0,134.5,1.0
372,1.0,0.0,49.0,0.0,0.0,0.0,0.0
373,2.0,0.0,44.0,0.0,0.0,13.0,0.0
374,1.0,1.0,54.0,1.0,1.0,81.8583,0.0
375,1.0,1.0,45.0,0.0,0.0,262.375,1.0
376,3.0,1.0,22.0,2.0,0.0,8.662500000000001,0.0
377,2.0,0.0,21.0,0.0,0.0,11.5,0.0
378,1.0,0.0,55.0,0.0,0.0,50.0,0.0
379,3.0,0.0,5.0,4.0,2.0,31.3875,0.0
380,3.0,0.0,24.333333333333336,0.0,0.0,7.75,2.0
381,3.0,0.0,26.0,0.0,0.0,7.879200000000001,2.0
382,3.0,1.0,22.0,0.0,0.0,14.5,0.0
383,3.0,1.0,19.0,1.0,0.0,16.1,0.0
384,2.0,0.0,30.666666666666668,0.0,0.0,12.875,0.0
385,2.0,1.0,24.0,1.0,2.0,65.0,0.0
386,3.0,0.0,24.0,0.0,0.0,7.774999999999999,0.0
387,2.0,0.0,57.0,0.0,0.0,13.0,0.0
388,3.0,0.0,21.0,0.0,0.0,7.75,2.0
389,3.0,0.0,6.0,3.0,1.0,21.074999999999996,0.0
390,1.0,0.0,23.0,0.0,0.0,93.5,0.0
391,1.0,1.0,51.0,0.0,1.0,39.4,0.0
392,3.0,0.0,13.0,0.0,2.0,20.25,0.0
393,2.0,0.0,47.0,0.0,0.0,10.5,0.0
394,3.0,0.0,29.0,3.0,1.0,22.025,0.0
395,1.0,1.0,18.0,1.0,0.0,60.0,0.0
396,3.0,0.0,24.0,0.0,0.0,7.25,2.0
397,1.0,1.0,48.0,1.0,1.0,79.2,1.0
398,3.0,0.0,22.0,0.0,0.0,7.774999999999999,0.0
399,3.0,0.0,31.0,0.0,0.0,7.7333,2.0
400,1.0,1.0,30.0,0.0,0.0,164.8667,0.0
401,2.0,0.0,38.0,1.0,0.0,21.0,0.0
402,1.0,1.0,22.0,0.0,1.0,59.4,1.0
403,1.0,0.0,17.0,0.0,0.0,47.1,0.0
404,1.0,0.0,43.0,1.0,0.0,27.7208,1.0
405,2.0,0.0,20.0,0.0,0.0,13.8625,1.0
406,2.0,0.0,23.0,1.0,0.0,10.5,0.0
407,1.0,0.0,50.0,1.0,1.0,211.5,1.0
408,3.0,1.0,21.0,0.0,0.0,7.7208000000000006,2.0
409,3.0,1.0,3.0,1.0,1.0,13.774999999999999,0.0
410,3.0,1.0,27.666666666666668,0.0,0.0,7.75,2.0
411,1.0,1.0,37.0,1.0,0.0,90.0,2.0
412,3.0,1.0,28.0,0.0,0.0,7.774999999999999,0.0
413,3.0,0.0,26.333333333333332,0.0,0.0,8.05,0.0
414,1.0,1.0,39.0,0.0,0.0,108.9,1.0
415,3.0,0.0,38.5,0.0,0.0,7.25,0.0
416,3.0,0.0,26.333333333333332,0.0,0.0,8.05,0.0
417,3.0,0.0,10.333333333333332,1.0,1.0,22.3583,1.0
